id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
Atopobium_parvulum_DSM_20469	Atopobium parvulum DSM 20469	Atopobium parvulum DSM 20469 (521095.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	440	994	782	chenry	04/15/16	521095.0	Kbase	kb|g.1956	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Atopobium_parvulum_DSM_20469.xml	521095	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella	s__Lancefieldella parvula
Atopobium_rimae_ATCC_49626	Atopobium rimae ATCC 49626	Atopobium rimae ATCC 49626 (553184.4)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	480	1054	853	chenry	04/15/16	553184.0	Kbase	kb|g.2245	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Atopobium_rimae_ATCC_49626.xml	553184	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella	s__Lancefieldella rimae
Bacillus_altitudinis_41KF2b	Bacillus altitudinis 41KF2b		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		969	1603	1153	Laura Kutt	04/17/16	1178544.0	Kbase	kb|g.239788	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_altitudinis_41KF2b.xml	1178544	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus altitudinis
Bacillus_amyloliquefaciens_DSM7	Bacillus amyloliquefaciens DSM7	Bacillus amyloliquefaciens DSM7 (692420.6)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1101	1655	1176			692420.0	Kbase	kb|g.2986	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_amyloliquefaciens_DSM7.xml	692420	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus amyloliquefaciens
Bacillus_amyloliquefaciens_subsp_amyloliquefaciens_DC_12	Bacillus amyloliquefaciens subsp. amyloliquefaciens DC-12		Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1022	1666	1191			1198291.0	Kbase	kb|g.207940	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_amyloliquefaciens_subsp_amyloliquefaciens_DC_12.xml	1198291	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus velezensis
Bacillus_atrophaeus_ATCC_49822_1	Bacillus atrophaeus ATCC 49822-1	Bacillus atrophaeus ATCC 49822-1 (743710.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1143	1665	1177	Laura Kutt	04/17/16	743710.0	Kbase	kb|g.3133	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_atrophaeus_ATCC_49822_1.xml	743710	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus atrophaeus
Bacillus_cereus_AH187_F4810_72	Bacillus cereus AH187 (F4810/72)	Bacillus cereus AH187 (405534.9)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive	Commensal	1127	1573	1114	Eugen Bauer	08/03/14	405534.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_cereus_AH187_F4810_72.xml	405534	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A paranthracis
Bacillus_cereus_G9842	Bacillus cereus G9842	Bacillus cereus G9842 (405531.7)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive	Commensal	1130	1586	1115	Eugen Bauer	08/03/14	405531.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_cereus_G9842.xml	405531	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A thuringiensis_S
Bacillus_clausii_KSM_K16	Bacillus clausii KSM-K16	Bacillus clausii KSM-K16 (66692.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1134	1567	1136	Laura Kutt	04/17/16	66692.0	Kbase	kb|g.2880	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_clausii_KSM_K16.xml	66692	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D	g__Bacillus_H	s__Bacillus_H rhizosphaerae
Bacillus_firmus_DS1	Bacillus firmus DS1		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1107	1566	1140	Laura Kutt	04/17/16	1307436.0	ModelSEED	kb|g.209412	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_firmus_DS1.xml	1307436	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus firmus_A
Bacillus_fordii_DSM_16014	Bacillus fordii DSM 16014	Bacillus fordii DSM 16014 (1121090.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1166	1503	1123	Laura Kutt	04/17/16	1121090.0	Kbase	kb|g.29556	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_fordii_DSM_16014.xml	1121090	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Siminovitchia	s__Siminovitchia fordii
Bacillus_halodurans_C_125	Bacillus halodurans C-125	Bacillus halodurans C-125 (272558.1)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1052	1522	1118	Laura Kutt	04/17/16	272558.0	Kbase	kb|g.598	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_halodurans_C_125.xml	272558	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D	g__Bacillus_M	s__Bacillus_M halodurans
Bacillus_infantis_NRRL_B_14911	Bacillus infantis NRRL B-14911		Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1083	1615	1170	Laura Kutt	04/17/16	1367477.0	Kbase	kb|g.210869	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_infantis_NRRL_B_14911.xml	1367477	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Bacillus_AB	s__Bacillus_AB infantis
Bacillus_licheniformis_ATCC_14580	Bacillus licheniformis ATCC 14580	Bacillus licheniformis ATCC 14580 (279010.13)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1121	1668	1175			279010.0	Kbase	kb|g.649	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_licheniformis_ATCC_14580.xml	279010	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus licheniformis
Bacillus_megaterium_DSM319	Bacillus megaterium DSM319	Bacillus megaterium DSM319 (592022.4)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1324	1708	1208			592022.0	Kbase	kb|g.2568	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_megaterium_DSM319.xml	592022	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium
Bacillus_mojavensis_RO_H_1	Bacillus mojavensis RO-H-1 = KCTC3706	Bacillus mojavensis RO-H-1 (1051501.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1171	1733	1211	Laura Kutt	04/17/16	1051501.0	Kbase	kb|g.206745	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_mojavensis_RO_H_1.xml	1051501	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus mojavensis
Bacillus_mycoides_DSM_2048	Bacillus mycoides  DSM 2048	Bacillus mycoides DSM 2048 (526997.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1216	1611	1180	Laura Kutt	04/17/16	526997.0	Kbase	kb|g.2087	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_mycoides_DSM_2048.xml	526997	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A mycoides
Bacillus_nealsonii_AAU1	Bacillus nealsonii AAU1		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1131	1568	1144	Laura Kutt	04/17/16	1202533.0	Kbase	kb|g.31084	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_nealsonii_AAU1.xml	1202533	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Niallia	s__Niallia sp900199695
Bacillus_pseudofirmus_OF4	Bacillus pseudofirmus  OF4	Bacillus pseudofirmus OF4 (398511.4)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1018	1498	1112	Laura Kutt	04/17/16	398511.0	Kbase	kb|g.1270	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_pseudofirmus_OF4.xml	398511	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D	g__Bacillus_S	s__Bacillus_S pseudofirmus
Bacillus_pumilus_ATCC_7061	Bacillus pumilus ATCC 7061	Bacillus pumilus ATCC 7061 (536229.4)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1042	1554	1118	Laura Kutt	04/17/16	536229.0	Kbase	kb|g.2139	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_pumilus_ATCC_7061.xml	536229	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus pumilus
Bacillus_sonorensis_L12	Bacillus sonorensis L12	Bacillus sonorensis L12 (1274524.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1230	1673	1176	Laura Kutt	04/17/16	1274524.0	Kbase	kb|g.31657	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_sonorensis_L12.xml	1274524	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus sonorensis
Bacillus_subtilis_str_168	Bacillus subtilis str. 168	Bacillus subtilis subsp. subtilis str. 168 (224308.113)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1132	1713	1202			224308.0	Kbase	kb|g.423	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_subtilis_str_168.xml	224308	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
Bacillus_thermoamylovorans	Bacillus thermoamylovorans		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		907	1561	1118	Laura Kutt	04/17/16	35841.0	Kbase	kb|g.239847	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_thermoamylovorans.xml	35841	d__Bacteria	p__Firmicutes	c__Bacilli	o__DSM-16016	f__Caldibacillaceae	g__Bacillus_J	s__Bacillus_J thermoamylovorans
Bacillus_thuringiensis_serovar_thuringiensis_str_T01001	Bacillus thuringiensis serovar thuringiensis str. T01001	Bacillus thuringiensis serovar thuringiensis str. T01001 (527025.3)	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1251	1616	1175			527025.0	Kbase	kb|g.2101	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_thuringiensis_serovar_thuringiensis_str_T01001.xml	527025	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A thuringiensis
Bacillus_timonensis_10403023	Bacillus timonensis 10403023		Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1068	1507	1133	Laura Kutt	04/17/16	1033734.0	Kbase	kb|g.23344	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_timonensis_10403023.xml	1033734	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_L	g__Fredinandcohnia	s__Fredinandcohnia timonensis
Bacillus_vallismortis_DV1_F_3	Bacillus vallismortis DV1-F-3	Bacillus vallismortis DV1-F-3 (1051502.3)	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1049	1632	1161	Laura Kutt	04/17/16	1051502.0	Kbase	kb|g.23549	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacillus_vallismortis_DV1_F_3.xml	1051502	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus vallismortis
Bacteroides_caccae_ATCC_43185	Bacteroides caccae ATCC 43185	Bacteroides caccae ATCC 43185 (411901.7)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	730	1225	952	Ines Thiele	04/20/12	411901.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_caccae_ATCC_43185.xml	411901	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caccae
Bacteroides_cellulosilyticus_DSM_14838	Bacteroides cellulosilyticus DSM 14838	Bacteroides cellulosilyticus DSM 14838 (537012.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	853	1301	1012	Ines Thiele	04/20/12	537012.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_cellulosilyticus_DSM_14838.xml	537012	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides cellulosilyticus
Bacteroides_clarus_YIT_12056	Bacteroides clarus YIT 12056	Bacteroides clarus YIT 12056 (762984.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	806	2412	1405	chenry	04/15/16	762984.0	Kbase	kb|g.3280	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_clarus_YIT_12056.xml	762984	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides clarus
Bacteroides_coprocola_M16_DSM_17136	Bacteroides coprocola M16, DSM 17136	Bacteroides coprocola DSM 17136 (470145.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	652	2250	1296	Ines Thiele	04/20/12	310298.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_coprocola_M16_DSM_17136.xml	310298	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola
Bacteroides_coprophilus_DSM_18228	Bacteroides coprophilus DSM 18228	Bacteroides coprophilus DSM 18228 (547042.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	672	2249	1282	Ines Thiele	04/20/12	547042.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_coprophilus_DSM_18228.xml	547042	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus
Bacteroides_dorei_DSM_17855	Bacteroides dorei DSM 17855	Bacteroides dorei DSM 17855 (483217.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	792	1163	951	Ines Thiele	04/20/12	483217.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_dorei_DSM_17855.xml	483217	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola dorei
Bacteroides_eggerthii_1_2_48FAA	Bacteroides eggerthii 1_2_48FAA	Bacteroides eggerthii 1_2_48FAA (665953.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	738	1189	950	Ines Thiele	04/20/12	665953.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_eggerthii_1_2_48FAA.xml	665953	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides eggerthii
Bacteroides_eggerthii_DSM_20697	Bacteroides eggerthii DSM 20697	Bacteroides eggerthii DSM 20697 (483216.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	697	1168	941	Ines Thiele	06/29/12	483216.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_eggerthii_DSM_20697.xml	483216	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides eggerthii
Bacteroides_faecis_MAJ27	Bacteroides faecis MAJ27	Bacteroides faecis MAJ27 (1077285.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	935	1223	980	chenry	04/15/16	1077285.0	Kbase	kb|g.23927	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_faecis_MAJ27.xml	1077285	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecis
Bacteroides_finegoldii_DSM_17565	Bacteroides finegoldii DSM 17565	Bacteroides finegoldii DSM 17565 (483215.6)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	733	2272	1302	Ines Thiele	04/20/12	483215.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_finegoldii_DSM_17565.xml	483215	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides finegoldii
Bacteroides_fluxus_YIT_12057	Bacteroides fluxus YIT 12057	Bacteroides fluxus YIT 12057 (763034.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	875	2421	1415	chenry	04/15/16	763034.0	ModelSEED	kb|g.3281	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_fluxus_YIT_12057.xml	763034	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fluxus
Bacteroides_fragilis_3_1_12	Bacteroides fragilis 3_1_12	Bacteroides fragilis 3_1_12 (457424.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	783	1221	972	Ines Thiele	04/20/12	457424.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_fragilis_3_1_12.xml	457424	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis_A
Bacteroides_fragilis_638R	Bacteroides fragilis 638R	Bacteroides fragilis 638R (862962.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	897	2395	1371	Eugen Bauer	08/03/14	862962.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_fragilis_638R.xml	862962	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis
Bacteroides_fragilis_NCTC_9343	Bacteroides fragilis NCTC 9343	Bacteroides fragilis NCTC 9343 (272559.17)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	889	2444	1396	Eugen Bauer	09/03/14	272559.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_fragilis_NCTC_9343.xml	272559	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis
Bacteroides_fragilis_YCH46	Bacteroides fragilis YCH46	Bacteroides fragilis YCH46 (295405.11)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	806	1264	989	Eugen Bauer	09/03/14	295405.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_fragilis_YCH46.xml	295405	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis
Bacteroides_graminisolvens_DSM_19988	Bacteroides graminisolvens DSM 19988		Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	684	1239	985	chenry	04/15/16	1121097.0	Kbase	kb|g.207058	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_graminisolvens_DSM_19988.xml	1121097	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides graminisolvens
Bacteroides_intestinalis_341_DSM_17393	Bacteroides intestinalis 341, DSM 17393	Bacteroides intestinalis DSM 17393 (471870.8)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	817	2372	1356	Ines Thiele	04/20/12	329854.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_intestinalis_341_DSM_17393.xml	329854	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides intestinalis
Bacteroides_massiliensis_B846dnLKV334	Bacteroides massiliensis B846dnLKV334 = Timone 84634 = DSM 17679 = JCM 13223	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 (1121098.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	807	1217	991	chenry	04/15/16	204516.0	ModelSEED	kb|g.29559	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_massiliensis_B846dnLKV334.xml	204516	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola massiliensis
Bacteroides_nordii_CL02T12C05	Bacteroides nordii CL02T12C05	Bacteroides nordii CL02T12C05 (997884.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	888	1268	1016	chenry	04/15/16	997884.0	ModelSEED	kb|g.28918	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_nordii_CL02T12C05.xml	997884	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides nordii
Bacteroides_oleiciplenus_YIT_12058	Bacteroides oleiciplenus YIT 12058	Bacteroides oleiciplenus YIT 12058 (742727.4)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	998	1250	1016	chenry	04/15/16	742727.0	ModelSEED	kb|g.27474	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_oleiciplenus_YIT_12058.xml	742727	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides oleiciplenus
Bacteroides_ovatus_ATCC_8483	Bacteroides ovatus ATCC 8483	Bacteroides ovatus ATCC 8483 (411476.11)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	851	2476	1408	Ines Thiele	04/20/12	411476.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bacteroides_ovatus_ATCC_8483.xml	411476	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides ovatus
