id,Genome_type,Length,N_contigs,N50,GC_content,Completeness,Contamination,rRNA_5S,rRNA_16S,rRNA_23S,tRNAs,Genome_accession,Species_rep,lineage,url,assembly
MGYG000000058,Isolate,3452403,16,426335,42.43,97.91,2.11,82.35,99.74,99.83,20,GUT_GENOME000232,MGYG000000058,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp900066595,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000058/genome/MGYG000000058.fna,MGYG000000058.fna.gz
MGYG000000059,Isolate,2891162,15,421183,56.3,99.33,0,0,99.74,99.86,20,GUT_GENOME000236,MGYG000000059,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000059/genome/MGYG000000059.fna,MGYG000000059.fna.gz
MGYG000000060,Isolate,3237417,47,437259,37.94,98.66,0,0,99.67,99.83,20,GUT_GENOME000237,MGYG000000060,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000060/genome/MGYG000000060.fna,MGYG000000060.fna.gz
MGYG000000061,Isolate,2187920,76,61305,60.01,99.19,0.81,94.12,99.61,99.45,20,GUT_GENOME000243,MGYG000000061,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_E,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000061/genome/MGYG000000061.fna,MGYG000000061.fna.gz
MGYG000000062,Isolate,3141706,21,1660681,28.59,100,0,89.08,99.74,99.83,19,GUT_GENOME000245,MGYG000000062,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000062/genome/MGYG000000062.fna,MGYG000000062.fna.gz
MGYG000000063,Isolate,4295701,20,739639,45.09,100,0.71,94.96,99.67,99.76,20,GUT_GENOME000246,MGYG000000063,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp900066695,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000063/genome/MGYG000000063.fna,MGYG000000063.fna.gz
MGYG000000064,Isolate,3141705,50,1732372,28.08,99.19,1.61,94.96,79,86.12,20,GUT_GENOME000248,MGYG000000064,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000064/genome/MGYG000000064.fna,MGYG000000064.fna.gz
MGYG000000065,Isolate,3036595,96,95360,37.68,99.33,2.68,0,82.45,99.69,19,GUT_GENOME000250,MGYG000000065,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000065/genome/MGYG000000065.fna,MGYG000000065.fna.gz
MGYG000000066,Isolate,5880143,121,91778,48.7,100,3.64,0,99.61,99.83,20,GUT_GENOME000259,MGYG000000066,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp900066755,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000066/genome/MGYG000000066.fna,MGYG000000066.fna.gz
MGYG000000067,Isolate,3714607,66,108023,43.6,95.32,0.58,0,99.61,99.62,20,GUT_GENOME000260,MGYG000000067,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900066765,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000067/genome/MGYG000000067.fna,MGYG000000067.fna.gz
MGYG000000068,Isolate,2999081,52,201010,56.95,99.33,0.34,0,99.74,99.83,20,GUT_GENOME000266,MGYG000000068,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900291975,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000068/genome/MGYG000000068.fna,MGYG000000068.fna.gz
MGYG000000069,Isolate,3104058,38,800179,49.96,99.33,0,92.44,99.67,99.86,20,GUT_GENOME000268,MGYG000000069,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000069/genome/MGYG000000069.fna,MGYG000000069.fna.gz
MGYG000000070,Isolate,3815973,50,214961,57.07,97.99,0.13,0,99.74,99.86,20,GUT_GENOME000269,MGYG000000070,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000070/genome/MGYG000000070.fna,MGYG000000070.fna.gz
MGYG000000071,Isolate,3929849,47,172173,59.27,96.31,0,94.12,99.74,99.86,20,GUT_GENOME000271,MGYG000000071,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000071/genome/MGYG000000071.fna,MGYG000000071.fna.gz
MGYG000000072,Isolate,2657141,129,195890,36.89,98.66,0,0,99.74,99.73,20,GUT_GENOME000272,MGYG000000072,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000072/genome/MGYG000000072.fna,MGYG000000072.fna.gz
MGYG000000073,Isolate,2617416,11,631232,56.64,99.19,0.81,94.96,99.67,99.79,20,GUT_GENOME000279,MGYG000000073,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905 sp900066905,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000073/genome/MGYG000000073.fna,MGYG000000073.fna.gz
MGYG000000074,Isolate,3215546,8,702390,58.14,99.28,0.48,94.96,99.67,99.66,20,GUT_GENOME000285,MGYG000000074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000074/genome/MGYG000000074.fna,MGYG000000074.fna.gz
MGYG000000075,Isolate,3147737,44,1828200,26.94,99.3,0.23,89.92,99.74,94.97,20,GUT_GENOME000290,MGYG000000075,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium tenue,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000075/genome/MGYG000000075.fna,MGYG000000075.fna.gz
MGYG000000076,Isolate,4322432,101,126902,42.37,98.55,0.41,0,99.61,99.83,20,GUT_GENOME000295,MGYG000000076,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000076/genome/MGYG000000076.fna,MGYG000000076.fna.gz
MGYG000000077,Isolate,3191314,36,138923,37.84,100,1.34,82.35,99.74,78.26,19,GUT_GENOME000299,MGYG000000077,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000077/genome/MGYG000000077.fna,MGYG000000077.fna.gz
MGYG000000078,Isolate,3035220,21,364527,36.48,98.66,0,0,99.67,99.79,20,GUT_GENOME000308,MGYG000000078,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000078/genome/MGYG000000078.fna,MGYG000000078.fna.gz
MGYG000000079,Isolate,2828368,114,53531,47.8,99.34,0,94.96,99.67,99.73,20,GUT_GENOME000319,MGYG000000079,d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium sp902362975,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000079/genome/MGYG000000079.fna,MGYG000000079.fna.gz
MGYG000000080,Isolate,3257633,11,882282,44.34,99.33,4.03,82.35,99.61,99.69,20,GUT_GENOME000327,MGYG000000080,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000080/genome/MGYG000000080.fna,MGYG000000080.fna.gz
MGYG000000081,Isolate,2504704,18,230435,56.48,99.67,0,91.6,99.74,99.28,20,GUT_GENOME000330,MGYG000000081,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000081/genome/MGYG000000081.fna,MGYG000000081.fna.gz
MGYG000000082,Isolate,3378741,124,80144,42.69,99.93,0.13,94.96,99.67,99.83,20,GUT_GENOME000337,MGYG000000082,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter mesopotamicus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000082/genome/MGYG000000082.fna,MGYG000000082.fna.gz
MGYG000000083,Isolate,5860430,41,632220,39.6,98.63,3.81,95.8,99.67,99.83,20,GUT_GENOME000338,MGYG000000083,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000083/genome/MGYG000000083.fna,MGYG000000083.fna.gz
MGYG000000084,Isolate,3012248,25,258203,58.11,97.28,0,94.96,99.74,99.83,19,GUT_GENOME000367,MGYG000000084,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000084/genome/MGYG000000084.fna,MGYG000000084.fna.gz
MGYG000000085,Isolate,2099732,42,127809,59.86,100,0.81,94.12,99.61,99.45,20,GUT_GENOME000396,MGYG000000085,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000085/genome/MGYG000000085.fna,MGYG000000085.fna.gz
MGYG000000086,Isolate,3355718,98,73373,58.78,98.66,0.67,0,99.74,99.86,20,GUT_GENOME000420,MGYG000000086,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp902363045,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000086/genome/MGYG000000086.fna,MGYG000000086.fna.gz
MGYG000000087,Isolate,3398250,100,92773,51.8,98.73,0,81.51,97.72,99.76,20,GUT_GENOME000423,MGYG000000087,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000087/genome/MGYG000000087.fna,MGYG000000087.fna.gz
MGYG000000088,Isolate,1948071,50,87267,37.52,100,0,94.12,99.67,91.08,20,GUT_GENOME000432,MGYG000000088,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000088/genome/MGYG000000088.fna,MGYG000000088.fna.gz
MGYG000000089,Isolate,3052732,30,473238,46.51,97.99,0,89.92,81.21,99.86,19,GUT_GENOME000448,MGYG000000089,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000089/genome/MGYG000000089.fna,MGYG000000089.fna.gz
MGYG000000090,Isolate,3326194,109,93811,57.87,99.33,0,0,99.74,99.86,20,GUT_GENOME000459,MGYG000000090,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp014287875,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000090/genome/MGYG000000090.fna,MGYG000000090.fna.gz
MGYG000000091,Isolate,6684403,22,710199,67.55,99.53,0.47,0,99.61,99.79,20,GUT_GENOME000469,MGYG000000091,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000091/genome/MGYG000000091.fna,MGYG000000091.fna.gz
MGYG000000092,Isolate,3774627,57,246247,48.28,99.37,0,0,99.67,99.73,20,GUT_GENOME000479,MGYG000000092,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__UBA7160 sp902363135,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000092/genome/MGYG000000092.fna,MGYG000000092.fna.gz
MGYG000000093,Isolate,6212872,62,570737,55.62,100,0.76,95.8,99.67,99.79,20,GUT_GENOME000483,MGYG000000093,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000093/genome/MGYG000000093.fna,MGYG000000093.fna.gz
MGYG000000094,Isolate,2278136,40,178732,60.06,100,0.81,94.12,99.61,99.45,20,GUT_GENOME000484,MGYG000000094,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902363125,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000094/genome/MGYG000000094.fna,MGYG000000094.fna.gz
MGYG000000095,Isolate,5524596,36,282062,48.25,99.37,2.37,0,99.61,99.83,20,GUT_GENOME000496,MGYG000000095,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp902363085,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000095/genome/MGYG000000095.fna,MGYG000000095.fna.gz
MGYG000000096,Isolate,2296823,33,553794,38.74,99.82,0,91.6,99.67,99.83,20,GUT_GENOME000508,MGYG000000096,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000096/genome/MGYG000000096.fna,MGYG000000096.fna.gz
MGYG000000097,Isolate,1849821,21,206799,41.09,99.3,0,94.12,99.74,99.83,20,GUT_GENOME000509,MGYG000000097,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus animalis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000097/genome/MGYG000000097.fna,MGYG000000097.fna.gz
MGYG000000098,Isolate,4868482,110,125364,39.37,99.26,0,94.12,99.67,99.52,20,GUT_GENOME000513,MGYG000000098,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000098/genome/MGYG000000098.fna,MGYG000000098.fna.gz
MGYG000000099,Isolate,4030172,26,451145,60,99.33,0.13,93.28,99.74,99.86,20,GUT_GENOME000518,MGYG000000099,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000000/MGYG000000099/genome/MGYG000000099.fna,MGYG000000099.fna.gz
MGYG000000100,Isolate,2685359,16,396778,35.27,99.28,1.9,94.96,99.74,99.79,20,GUT_GENOME000522,MGYG000000100,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__CABIZH01;s__CABIZH01 sp902363205,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000100/genome/MGYG000000100.fna,MGYG000000100.fna.gz
MGYG000000101,Isolate,2543735,42,268729,72.94,98.7,0.92,95.8,99.74,99.62,20,GUT_GENOME000530,MGYG000000101,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000101/genome/MGYG000000101.fna,MGYG000000101.fna.gz
MGYG000000102,Isolate,3838863,30,717148,28.37,100,0,89.08,99.74,99.83,20,GUT_GENOME000534,MGYG000000102,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp902363255,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000102/genome/MGYG000000102.fna,MGYG000000102.fna.gz
MGYG000000103,Isolate,4467427,48,374449,54.98,100,2.13,94.96,99.74,99.73,20,GUT_GENOME000537,MGYG000000103,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Bacilliculturomica;s__Bacilliculturomica massiliensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000103/genome/MGYG000000103.fna,MGYG000000103.fna.gz
MGYG000000104,Isolate,3679184,68,139200,27.9,98.39,1.7,94.96,99.67,99.83,20,GUT_GENOME000545,MGYG000000104,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000104/genome/MGYG000000104.fna,MGYG000000104.fna.gz
MGYG000000105,Isolate,3966587,21,655330,45.47,99.26,0,94.96,99.67,99.59,20,GUT_GENOME000554,MGYG000000105,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000105/genome/MGYG000000105.fna,MGYG000000105.fna.gz
MGYG000000106,Isolate,3151426,17,476239,40.69,99.25,0,94.96,99.67,99.79,20,GUT_GENOME000558,MGYG000000106,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000106/genome/MGYG000000106.fna,MGYG000000106.fna.gz
MGYG000000107,Isolate,5860621,30,428618,55.22,100,0.11,95.8,99.67,57.26,20,GUT_GENOME000559,MGYG000000107,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000107/genome/MGYG000000107.fna,MGYG000000107.fna.gz
MGYG000000108,Isolate,4739968,22,899252,51.77,99.97,0.17,95.8,94.06,99.86,20,GUT_GENOME000563,MGYG000000108,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000108/genome/MGYG000000108.fna,MGYG000000108.fna.gz
MGYG000000109,Isolate,2017290,7,1384501,42.09,100,0,94.12,99.74,99.76,20,GUT_GENOME000564,MGYG000000109,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp004166885,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000109/genome/MGYG000000109.fna,MGYG000000109.fna.gz
MGYG000000110,Isolate,4775714,23,501893,52.87,98.41,0.33,95.8,99.67,67.9,20,GUT_GENOME000565,MGYG000000110,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera sp902363335,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000110/genome/MGYG000000110.fna,MGYG000000110.fna.gz
MGYG000000111,Isolate,2484103,9,703477,60.05,100,0,94.96,99.67,99.59,20,GUT_GENOME000566,MGYG000000111,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000111/genome/MGYG000000111.fna,MGYG000000111.fna.gz
MGYG000000112,Isolate,3112947,10,788009,68.4,100,0.47,82.35,99.67,99.15,20,GUT_GENOME000568,MGYG000000112,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp900323545,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000001/MGYG000000112/genome/MGYG000000112.fna,MGYG000000112.fna.gz
